ascii_value,name_len,num_vowels,num_consonent,last_letter_vowel,class
111.429,7,2,5,0,1
110.5,6,2,4,1,1
109.143,7,3,4,1,1
113.25,4,1,3,0,1
112.6,5,1,4,0,1
110.0,6,2,4,1,1
110.857,7,2,5,1,1
113.0,8,2,6,0,1
112.667,9,2,7,0,1
109.625,8,4,4,1,1
112.125,8,3,5,0,1
111.429,7,3,4,1,1
110.125,8,4,4,1,1
110.5,6,2,4,0,1
113.0,3,1,2,0,1
105.75,4,2,2,1,1
108.286,7,2,5,0,1
108.333,6,2,4,1,1
110.143,7,2,5,0,1
110.25,4,1,3,0,1
109.625,8,2,6,0,1
108.286,7,2,5,0,1
107.0,6,2,4,1,1
106.75,8,3,5,1,1
107.429,7,2,5,1,1
109.2,5,2,3,1,1
106.625,8,3,5,1,1
111.429,7,1,6,0,1
111.25,8,1,7,0,1
111.2,5,1,4,0,1
108.833,6,2,4,1,1
110.167,6,2,4,1,1
108.857,7,3,4,1,1
112.833,6,1,5,0,1
109.0,6,2,4,1,1
108.857,7,2,5,0,1
110.333,9,2,7,0,1
109.143,7,2,5,0,1
109.667,6,2,4,1,1
108.625,8,3,5,0,1
107.333,9,4,5,1,1
109.429,7,2,5,0,1
107.875,8,3,5,1,1
109.25,8,2,6,0,1
108.333,9,3,6,1,1
109.714,7,2,5,0,1
108.125,8,3,5,1,1
108.625,8,3,5,1,1
110.333,6,2,4,1,1
108.625,8,3,5,0,1
107.333,9,4,5,1,1
107.778,9,4,5,1,1
108.778,9,3,6,0,1
107.6,10,4,6,1,1
108.0,10,4,6,1,1
109.0,7,3,4,1,1
109.125,8,3,5,0,1
110.286,7,2,5,0,1
108.625,8,3,5,1,1
107.308,13,6,7,1,1
109.125,8,3,5,1,1
110.833,6,1,5,0,1
109.429,7,2,5,1,1
110.857,7,2,5,0,1
111.143,7,2,5,0,1
109.9,10,3,7,0,1
113.0,6,1,5,0,1
112.286,7,1,6,0,1
112.571,7,1,6,0,1
110.625,8,2,6,1,1
111.125,8,2,6,1,1
108.5,6,2,4,1,1
106.875,8,3,5,1,1
109.4,5,2,3,1,1
107.286,7,3,4,1,1
108.333,6,3,3,1,1
109.4,5,2,3,1,1
111.8,5,2,3,1,1
112.429,7,1,6,0,1
111.667,6,1,5,1,1
111.143,7,1,6,0,1
109.875,8,2,6,1,1
112.111,9,1,8,0,1
111.9,10,1,9,0,1
111.429,7,1,6,0,1
111.714,7,1,6,0,1
110.111,9,2,7,1,1
112.0,7,1,6,0,1
113.0,6,1,5,1,1
110.625,8,2,6,0,1
109.111,9,3,6,1,1
111.286,7,2,5,1,1
112.571,7,1,6,0,1
110.625,8,2,6,1,1
111.125,8,2,6,1,1
111.714,7,1,6,1,1
113.833,6,0,6,0,1
114.857,7,0,7,0,1
112.625,8,1,7,1,1
113.125,8,1,7,1,1
105.833,6,3,3,1,1
108.0,7,3,4,1,1
106.8,5,3,2,1,1
111.0,3,1,2,0,1
111.429,7,2,5,0,1
112.0,7,2,5,0,1
107.333,6,3,3,1,1
111.5,6,4,2,1,1
109.167,6,4,2,1,1
106.0,5,2,3,1,1
108.667,6,2,4,1,1
107.6,5,2,3,0,1
108.333,3,1,2,1,1
107.25,4,1,3,0,1
106.833,6,3,3,1,1
106.4,5,2,3,1,1
107.0,6,2,4,1,1
107.2,5,2,3,1,1
106.667,6,2,4,0,1
108.333,6,2,4,1,1
107.0,6,3,3,1,1
108.0,5,2,3,1,1
109.0,6,2,4,1,1
107.5,6,2,4,1,1
107.5,4,2,2,1,1
106.8,5,2,3,0,1
108.25,4,1,3,1,1
107.4,5,1,4,0,1
108.6,5,1,4,0,1
108.0,6,2,4,1,1
109.4,5,1,4,0,1
109.25,4,1,3,1,1
106.8,5,2,3,1,1
106.333,6,2,4,0,1
107.6,5,2,3,1,1
108.0,6,2,4,0,1
108.4,5,2,3,1,1
107.0,7,2,5,0,1
109.4,5,1,4,0,1
108.0,6,2,4,1,1
110.2,5,1,4,0,1
111.6,5,1,4,0,1
110.25,4,1,3,1,1
107.6,5,2,3,1,1
108.4,5,2,3,1,1
107.167,6,3,3,1,1
107.0,7,2,5,0,1
110.2,5,1,4,0,1
112.833,6,0,6,0,1
112.333,3,0,3,0,1
108.167,6,2,4,1,1
108.333,6,1,5,0,1
106.667,9,3,6,1,1
107.875,8,2,6,1,1
109.875,8,1,7,0,1
109.833,6,2,4,1,1
108.75,4,1,3,1,1
105.286,7,3,4,1,1
106.667,6,2,4,1,1
107.167,6,1,5,0,1
107.286,7,1,6,0,1
107.833,6,1,5,0,1
107.857,7,1,6,0,1
107.833,6,1,5,1,1
108.167,6,1,5,1,1
107.333,6,2,4,1,1
108.429,7,2,5,1,1
107.333,6,2,4,1,1
108.0,6,2,4,1,1
108.667,6,2,4,1,1
107.375,8,2,6,0,1
111.333,6,1,5,0,1
110.2,5,1,4,1,1
108.667,6,2,4,1,1
107.714,7,2,5,1,1
110.0,7,1,6,0,1
109.0,7,2,5,1,1
108.222,9,2,7,0,1
111.857,7,1,6,0,1
109.571,7,2,5,1,1
110.333,6,2,4,1,1
111.0,6,2,4,1,1
110.0,7,2,5,1,1
109.0,9,2,7,0,1
112.857,7,1,6,0,1
110.571,7,2,5,1,1
111.4,5,2,3,1,1
110.6,5,2,3,1,1
110.4,5,1,4,0,1
109.75,4,1,3,1,1
108.6,5,1,4,0,1
108.8,5,2,3,1,1
109.0,6,2,4,1,1
111.75,4,1,3,1,1
108.8,5,2,3,1,1
109.6,5,2,3,1,1
112.0,7,1,6,0,1
111.286,7,2,5,1,1
112.571,7,1,6,0,1
108.8,5,1,4,1,1
111.6,5,1,4,0,1
102.5,2,1,1,1,1
101.167,6,4,2,1,1
105.833,6,3,3,1,1
102.429,7,3,4,1,1
102.5,6,3,3,1,1
103.125,8,3,5,1,1
103.167,6,3,3,1,1
108.2,10,3,7,0,1
101.25,4,2,2,1,1
101.2,5,3,2,1,1
105.2,5,2,3,0,1
101.5,8,3,5,1,1
102.889,9,3,6,1,1
103.25,8,3,5,1,1
106.5,8,2,6,0,1
102.25,4,2,2,1,1
102.0,5,3,2,1,1
102.286,7,3,4,1,1
104.0,6,3,3,1,1
103.143,7,3,4,1,1
106.143,7,3,4,1,1
104.375,8,3,5,1,1
104.5,8,4,4,1,1
104.625,8,4,4,1,1
104.875,8,3,5,1,1
108.333,9,2,7,0,1
106.25,4,1,3,0,1
102.875,8,4,4,1,1
102.4,5,2,3,0,1
101.5,6,3,3,1,1
102.571,7,3,4,1,1
102.714,7,4,3,1,1
105.167,6,2,4,0,1
104.0,7,3,4,1,1
102.167,6,3,3,0,1
101.429,7,4,3,1,1
101.5,6,3,3,1,1
103.667,6,2,4,0,1
103.286,7,3,4,1,1
102.167,6,3,3,1,1
102.833,6,3,3,1,1
102.833,6,3,3,1,1
103.833,6,3,3,1,1
104.714,7,3,4,1,1
104.5,6,3,3,1,1
106.5,4,1,3,0,1
105.4,5,2,3,1,1
107.333,6,2,4,0,1
103.5,4,2,2,0,1
102.2,5,3,2,1,1
102.5,6,3,3,0,1
103.714,7,4,3,1,1
102.667,6,4,2,1,1
107.857,7,2,5,0,1
105.167,6,3,3,0,1
104.333,6,3,3,1,1
103.571,7,3,4,1,1
104.875,8,3,5,1,1
103.333,6,3,3,1,1
102.5,6,3,3,1,1
103.2,5,2,3,1,1
104.333,6,3,3,1,1
103.333,3,2,1,1,1
101.75,4,3,1,1,1
102.2,5,3,2,0,1
102.333,6,4,2,1,1
101.0,5,3,2,1,1
104.667,6,3,3,0,1
108.0,7,2,5,0,1
108.0,6,2,4,0,1
108.286,7,2,5,0,1
103.0,5,3,2,1,1
103.167,6,3,3,0,1
104.286,7,4,3,1,1
106.571,7,3,4,0,1
106.286,7,4,3,1,1
103.4,5,3,2,1,1
104.2,5,3,2,1,1
103.667,6,4,2,1,1
107.0,6,3,3,0,1
105.0,5,3,2,1,1
104.333,6,4,2,1,1
104.4,5,3,2,1,1
104.333,6,3,3,1,1
109.5,6,2,4,0,1
105.6,5,3,2,1,1
105.333,6,3,3,0,1
106.0,6,3,3,1,1
105.8,5,3,2,1,1
104.778,9,4,5,1,1
106.143,7,3,4,1,1
105.833,6,3,3,0,1
104.571,7,4,3,1,1
105.25,8,4,4,1,1
105.0,7,3,4,1,1
103.25,4,2,2,1,1
102.0,7,4,3,1,1
103.429,7,3,4,1,1
103.75,8,4,4,1,1
103.857,7,4,3,1,1
102.5,6,4,2,1,1
104.286,7,4,3,1,1
104.25,8,4,4,1,1
104.429,7,4,3,1,1
104.375,8,4,4,1,1
107.0,6,2,4,0,1
107.429,7,2,5,0,1
107.75,8,2,6,0,1
103.167,6,3,3,1,1
104.6,5,2,3,0,1
104.25,8,3,5,1,1
104.333,9,4,5,1,1
105.857,7,3,4,1,1
104.143,7,4,3,1,1
104.143,7,3,4,1,1
104.25,8,4,4,1,1
104.286,7,4,3,1,1
105.714,7,3,4,1,1
104.333,6,3,3,1,1
104.286,7,3,4,1,1
104.714,7,4,3,1,1
105.167,6,3,3,1,1
106.25,8,3,5,1,1
102.8,5,3,2,1,1
103.6,5,3,2,1,1
104.25,8,4,4,1,1
103.833,6,3,3,1,1
105.4,5,2,3,0,1
104.75,8,3,5,1,1
104.667,6,3,3,1,1
104.833,6,3,3,1,1
104.714,7,3,4,1,1
104.75,8,4,4,1,1
105.0,6,3,3,1,1
105.833,6,3,3,1,1
106.0,6,3,3,1,1
105.375,8,3,5,1,1
105.875,8,3,5,1,1
106.429,7,2,5,1,1
106.833,6,2,4,1,1
108.6,5,1,4,0,1
108.833,6,1,5,0,1
107.333,6,2,4,1,1
102.5,4,2,2,1,1
104.167,6,3,3,1,1
105.429,7,3,4,1,1
103.5,6,3,3,1,1
103.0,5,3,2,1,1
105.167,6,3,3,1,1
104.5,6,3,3,1,1
102.75,4,2,2,1,1
102.571,7,3,4,1,1
105.0,5,2,3,0,1
103.857,7,4,3,1,1
106.5,6,2,4,0,1
104.833,6,3,3,1,1
102.857,7,4,3,1,1
105.167,6,3,3,0,1
103.167,6,3,3,1,1
105.429,7,3,4,1,1
104.429,7,3,4,1,1
103.2,5,3,2,1,1
103.333,6,3,3,0,1
103.833,6,3,3,1,1
104.222,9,4,5,1,1
105.0,7,3,4,1,1
106.167,6,3,3,1,1
105.857,7,3,4,0,1
105.333,6,3,3,1,1
104.5,8,4,4,1,1
106.4,5,2,3,1,1
105.0,3,1,2,0,1
103.0,4,2,2,1,1
102.6,5,3,2,1,1
103.2,5,2,3,0,1
103.4,5,3,2,1,1
104.143,7,4,3,1,1
106.6,5,2,3,0,1
105.0,6,3,3,1,1
102.4,5,2,3,1,1
104.333,6,2,4,0,1
105.833,6,2,4,0,1
106.0,6,2,4,0,1
104.333,6,2,4,1,1
104.429,7,3,4,1,1
107.286,7,2,5,0,1
105.667,6,2,4,1,1
105.0,7,3,4,1,1
108.333,6,1,5,0,1
107.2,5,1,4,0,1
107.667,6,1,5,0,1
104.0,4,2,2,1,1
102.6,5,3,2,1,1
103.4,5,3,2,1,1
104.625,8,4,4,1,1
105.333,6,2,4,0,1
104.714,7,3,4,1,1
104.571,7,3,4,1,1
104.625,8,4,4,1,1
106.143,7,3,4,1,1
106.429,7,3,4,1,1
107.0,7,3,4,1,1
107.4,5,2,3,0,1
106.857,7,2,5,0,1
108.75,8,2,6,0,1
105.0,4,2,2,1,1
103.4,5,3,2,1,1
103.5,6,3,3,0,1
104.2,5,3,2,1,1
103.0,7,4,3,1,1
105.833,6,3,3,0,1
104.0,6,3,3,1,1
106.714,7,4,3,1,1
107.286,7,4,3,1,1
106.0,6,3,3,1,1
105.143,7,3,4,1,1
105.5,6,3,3,1,1
106.714,7,3,4,1,1
106.333,6,3,3,1,1
106.0,7,3,4,0,1
104.4,5,2,3,1,1
107.375,8,3,5,1,1
105.167,6,3,3,1,1
106.167,6,3,3,1,1
109.0,4,1,3,0,1
106.6,5,2,3,1,1
106.167,6,2,4,0,1
106.333,6,3,3,1,1
106.0,7,3,4,0,1
105.25,8,3,5,1,1
105.75,8,3,5,1,1
106.333,9,3,6,1,1
106.778,9,3,6,1,1
107.25,8,3,5,1,1
107.5,8,4,4,1,1
107.9,10,5,5,0,1
107.0,6,3,3,0,1
105.571,7,4,3,1,1
104.875,8,4,4,1,1
105.889,9,4,5,1,1
106.125,8,4,4,1,1
106.875,8,4,4,1,1
106.0,8,4,4,1,1
106.125,8,5,3,1,1
106.5,8,4,4,1,1
107.0,7,4,3,1,1
108.125,8,4,4,1,1
107.875,8,4,4,1,1
107.2,10,5,5,1,1
107.0,8,4,4,1,1
106.778,9,5,4,1,1
107.571,7,4,3,1,1
107.125,8,4,4,1,1
108.625,8,4,4,1,1
104.0,4,2,2,1,1
103.4,5,3,2,1,1
104.571,7,4,3,1,1
104.429,7,4,3,1,1
106.857,7,3,4,1,1
104.2,5,3,2,1,1
105.167,6,3,3,0,1
104.571,7,4,3,1,1
106.0,5,2,3,0,1
104.5,6,3,3,1,1
105.167,6,3,3,1,1
105.143,7,3,4,1,1
105.125,8,3,5,1,1
106.0,4,2,2,1,1
104.167,6,3,3,0,1
105.167,6,3,3,1,1
104.429,7,3,4,1,1
106.0,6,3,3,1,1
107.286,7,3,4,1,1
106.167,6,3,3,1,1
108.429,7,3,4,1,1
106.571,7,3,4,0,1
107.167,6,3,3,1,1
106.5,4,1,3,0,1
106.833,6,2,4,0,1
109.5,6,1,5,0,1
105.286,7,3,4,1,1
105.75,8,4,4,1,1
106.5,6,3,3,1,1
110.8,5,1,4,0,1
107.5,6,2,4,0,1
107.4,5,3,2,1,1
107.833,6,3,3,0,1
109.571,7,2,5,1,1
104.75,8,3,5,1,1
104.714,7,3,4,1,1
106.111,9,4,5,1,1
104.667,6,3,3,0,1
104.2,5,2,3,1,1
103.667,6,3,3,1,1
105.167,6,2,4,0,1
104.0,7,3,4,1,1
103.625,8,4,4,1,1
106.125,8,3,5,0,1
103.5,8,3,5,1,1
104.667,9,3,6,1,1
104.571,7,3,4,1,1
106.7,10,5,5,1,1
104.75,8,3,5,1,1
106.889,9,3,6,0,1
105.5,8,3,5,1,1
106.5,8,3,5,1,1
104.571,7,3,4,1,1
106.429,7,2,5,0,1
106.857,7,3,4,0,1
105.625,8,4,4,1,1
105.0,9,4,5,1,1
105.9,10,4,6,1,1
105.125,8,4,4,1,1
107.143,7,2,5,0,1
105.875,8,3,5,1,1
105.222,9,3,6,1,1
106.1,10,3,7,1,1
107.0,6,2,4,0,1
103.667,6,3,3,1,1
104.125,8,4,4,1,1
104.25,8,4,4,1,1
104.143,7,3,4,1,1
105.857,7,2,5,0,1
105.25,8,3,5,1,1
105.143,7,3,4,1,1
105.714,7,3,4,1,1
107.5,6,2,4,0,1
106.0,7,3,4,1,1
106.429,7,2,5,0,1
105.25,8,3,5,1,1
106.222,9,3,6,1,1
106.571,7,3,4,1,1
106.5,8,3,5,1,1
108.5,6,2,4,0,1
106.857,7,3,4,1,1
106.0,8,3,5,1,1
106.889,9,3,6,1,1
107.429,7,3,4,1,1
106.5,8,3,5,1,1
106.143,7,4,3,1,1
106.286,7,3,4,1,1
108.429,7,3,4,1,1
106.833,6,3,3,1,1
107.6,5,2,3,1,1
102.571,7,3,4,1,1
104.375,8,4,4,1,1
104.111,9,4,5,1,1
104.286,7,4,3,1,1
106.571,7,3,4,1,1
106.714,7,3,4,1,1
104.833,6,3,3,1,1
106.0,8,3,5,1,1
107.143,7,3,4,1,1
104.857,7,3,4,1,1
104.875,8,4,4,1,1
105.0,7,4,3,1,1
106.375,8,4,4,1,1
105.429,7,4,3,1,1
106.0,6,3,3,1,1
106.571,7,3,4,1,1
107.375,8,4,4,1,1
104.375,8,4,4,1,1
103.286,7,4,3,1,1
103.143,7,4,3,1,1
103.25,8,4,4,0,1
104.875,8,4,4,1,1
105.375,8,4,4,1,1
105.429,7,4,3,1,1
104.625,8,4,4,1,1
106.714,7,3,4,1,1
105.667,9,4,5,1,1
105.429,7,3,4,1,1
105.375,8,4,4,1,1
104.6,5,3,2,1,1
104.286,7,4,3,1,1
103.857,7,4,3,1,1
105.429,7,4,3,1,1
105.375,8,4,4,1,1
104.167,6,3,3,1,1
104.143,7,3,4,0,1
105.5,8,4,4,1,1
105.0,6,3,3,1,1
105.333,6,3,3,1,1
105.5,6,3,3,1,1
107.571,7,4,3,1,1
106.333,6,3,3,1,1
106.0,7,3,4,1,1
105.875,8,4,4,1,1
107.4,5,3,2,1,1
105.667,6,4,2,1,1
107.857,7,4,3,1,1
106.625,8,3,5,1,1
106.0,7,3,4,1,1
106.286,7,4,3,1,1
106.429,7,3,4,1,1
108.571,7,3,4,1,1
107.167,6,3,3,1,1
106.857,7,4,3,1,1
107.75,8,4,4,1,1
107.75,8,3,5,1,1
109.143,7,3,4,1,1
106.857,7,3,4,1,1
106.625,8,4,4,1,1
110.6,5,2,3,0,1
108.333,6,3,3,1,1
107.714,7,3,4,0,1
107.857,7,4,3,1,1
108.571,7,3,4,1,1
106.5,8,4,4,1,1
106.125,8,4,4,1,1
105.143,7,3,4,1,1
104.625,8,4,4,1,1
107.429,7,2,5,0,1
106.625,8,3,5,1,1
105.375,8,3,5,1,1
106.857,7,3,4,1,1
107.429,7,3,4,1,1
106.5,8,3,5,1,1
107.875,8,3,5,1,1
105.143,7,3,4,1,1
105.714,7,3,4,1,1
105.125,8,4,4,1,1
106.714,7,3,4,1,1
107.0,8,3,5,1,1
106.625,8,3,5,1,1
107.167,6,3,3,1,1
109.429,7,3,4,1,1
105.8,5,3,2,1,1
106.6,5,3,2,1,1
106.25,8,4,4,0,1
104.9,10,5,5,1,1
106.125,8,5,3,1,1
105.222,9,5,4,0,1
106.833,6,3,3,0,1
105.375,8,5,3,1,1
107.167,6,3,3,0,1
107.4,5,3,2,1,1
106.333,6,4,2,1,1
106.857,7,4,3,0,1
107.5,6,3,3,0,1
107.833,6,3,3,0,1
106.286,7,4,3,1,1
105.875,8,4,4,1,1
105.333,9,5,4,1,1
106.857,7,4,3,1,1
108.25,8,4,4,1,1
108.75,8,4,4,1,1
109.667,6,3,3,0,1
108.2,5,3,2,1,1
105.857,7,4,3,1,1
107.0,6,4,2,1,1
106.556,9,5,4,0,1
108.5,6,3,3,0,1
106.0,8,4,4,1,1
107.429,7,4,3,1,1
108.5,8,4,4,1,1
107.714,7,4,3,1,1
111.4,5,2,3,0,1
111.167,6,2,4,0,1
111.0,7,2,5,0,1
102.833,6,3,3,1,1
104.167,6,3,3,0,1
106.857,7,3,4,1,1
105.286,7,4,3,1,1
106.75,8,3,5,0,1
107.833,6,3,3,0,1
104.167,6,3,3,0,1
103.5,6,3,3,1,1
106.667,6,2,4,0,1
105.857,7,3,4,1,1
105.167,6,3,3,1,1
106.125,8,3,5,0,1
105.143,7,4,3,1,1
105.833,6,3,3,1,1
105.0,7,3,4,1,1
106.5,8,3,5,1,1
106.714,7,3,4,1,1
108.0,6,2,4,0,1
106.429,7,3,4,1,1
107.0,7,3,4,1,1
106.167,6,3,3,1,1
107.571,7,3,4,1,1
108.143,7,3,4,1,1
105.833,6,3,3,1,1
105.714,7,4,3,1,1
106.833,6,3,3,1,1
108.8,5,2,3,0,1
106.833,6,3,3,1,1
105.857,7,3,4,1,1
107.5,6,3,3,1,1
106.571,7,4,3,1,1
107.286,7,3,4,1,1
107.857,7,3,4,1,1
109.714,7,3,4,0,1
108.0,6,2,4,0,1
106.2,5,2,3,0,1
104.667,6,3,3,1,1
104.0,7,3,4,1,1
105.25,8,3,5,1,1
105.429,7,3,4,1,1
108.167,6,2,4,0,1
106.125,8,3,5,1,1
110.0,6,2,4,0,1
111.667,6,1,5,0,1
105.75,4,2,2,1,1
105.4,5,2,3,0,1
106.2,5,2,3,0,1
106.6,5,2,3,0,1
105.0,6,3,3,1,1
106.333,6,3,3,1,1
105.714,7,3,4,1,1
104.5,6,3,3,1,1
107.333,6,2,4,0,1
108.0,6,2,4,0,1
106.2,5,2,3,1,1
105.833,6,2,4,0,1
106.571,7,3,4,1,1
105.875,8,4,4,1,1
106.571,7,3,4,0,1
106.571,7,3,4,1,1
108.571,7,3,4,1,1
107.625,8,4,4,1,1
106.6,5,2,3,1,1
107.4,5,2,3,1,1
106.333,6,3,3,1,1
108.2,5,2,3,1,1
107.0,6,3,3,1,1
107.714,7,3,4,1,1
107.0,6,2,4,1,1
110.5,6,2,4,0,1
105.833,6,3,3,1,1
105.714,7,4,3,1,1
105.5,8,4,4,0,1
104.5,2,1,1,1,1
102.0,3,2,1,1,1
103.833,6,3,3,0,1
102.5,4,2,2,0,1
102.833,6,3,3,1,1
102.2,5,3,2,1,1
104.833,6,3,3,0,1
104.0,4,2,2,0,1
102.6,5,3,2,1,1
102.833,6,3,3,0,1
103.857,7,3,4,1,1
103.5,8,4,4,1,1
103.4,5,3,2,1,1
105.167,6,3,3,0,1
105.2,5,2,3,0,1
103.833,6,3,3,1,1
104.5,6,3,3,1,1
107.833,6,2,4,0,1
105.429,7,4,3,1,1
106.0,7,4,3,1,1
105.833,6,3,3,1,1
105.0,4,2,2,0,1
103.6,5,3,2,1,1
103.667,6,3,3,1,1
103.833,6,4,2,1,1
103.833,6,3,3,1,1
105.125,8,4,4,1,1
101.0,4,2,2,1,1
102.0,5,3,2,1,1
106.375,8,4,4,1,1
101.5,4,2,2,1,1
106.0,5,1,4,0,1
102.2,5,3,2,1,1
105.167,6,3,3,1,1
103.333,3,2,1,1,1
101.75,4,3,1,1,1
102.2,5,3,2,0,1
102.333,6,4,2,1,1
103.5,8,4,4,1,1
104.5,6,3,3,0,1
103.429,7,4,3,1,1
104.0,7,4,3,1,1
103.429,7,5,2,1,1
101.0,5,3,2,1,1
103.0,5,3,2,1,1
103.167,6,3,3,0,1
103.333,6,4,2,1,1
105.0,4,2,2,0,1
103.4,5,3,2,1,1
104.4,5,3,2,1,1
104.333,6,3,3,1,1
105.6,5,3,2,1,1
105.333,6,3,3,0,1
105.8,5,3,2,1,1
102.167,6,3,3,1,1
102.0,7,4,3,1,1
104.833,6,2,4,0,1
103.833,6,2,4,0,1
105.667,6,3,3,1,1
104.714,7,3,4,1,1
105.4,5,3,2,1,1
105.444,9,5,4,1,1
104.667,3,2,1,1,1
102.75,4,3,1,1,1
103.0,5,3,2,0,1
103.875,8,5,3,1,1
103.0,6,4,2,1,1
104.333,6,4,2,1,1
104.0,7,4,3,1,1
102.2,5,3,2,1,1
103.8,5,3,2,1,1
107.0,5,2,3,0,1
104.2,5,2,3,0,1
103.0,6,3,3,1,1
104.75,8,3,5,0,1
103.889,9,4,5,1,1
104.333,9,4,5,1,1
103.714,7,3,4,1,1
104.556,9,4,5,1,1
107.25,8,3,5,0,1
108.5,8,2,6,0,1
103.8,5,3,2,1,1
103.833,6,3,3,0,1
104.75,8,4,4,1,1
103.714,7,4,3,1,1
103.875,8,5,3,1,1
106.375,8,4,4,0,1
104.857,7,4,3,1,1
104.375,8,5,3,1,1
105.5,8,4,4,1,1
107.143,7,3,4,0,1
104.857,7,4,3,0,1
104.857,7,4,3,1,1
106.857,7,4,3,1,1
108.6,5,2,3,0,1
106.857,7,4,3,1,1
104.2,5,3,2,1,1
102.875,8,5,3,1,1
105.0,5,3,2,1,1
105.2,5,3,2,1,1
105.0,6,3,3,1,1
105.4,5,3,2,1,1
106.4,5,3,2,1,1
106.0,6,3,3,0,1
104.0,5,2,3,1,1
104.75,8,4,4,1,1
104.714,7,3,4,1,1
104.75,8,4,4,1,1
105.286,7,3,4,1,1
103.5,4,2,2,1,1
103.6,5,2,3,0,1
104.833,6,3,3,1,1
103.714,7,4,3,1,1
105.6,5,2,3,0,1
103.8,5,3,2,1,1
103.714,7,4,3,1,1
104.4,5,2,3,1,1
103.75,4,2,2,1,1
105.5,6,3,3,1,1
107.8,5,2,3,0,1
107.0,5,2,3,1,1
104.0,4,2,2,1,1
103.4,5,3,2,1,1
103.2,5,2,3,1,1
105.857,7,3,4,1,1
104.2,5,3,2,1,1
107.571,7,3,4,1,1
106.0,4,2,2,1,1
105.167,6,3,3,1,1
106.667,6,3,3,1,1
106.167,6,3,3,1,1
105.2,5,2,3,1,1
106.0,6,2,4,0,1
105.833,6,3,3,1,1
108.167,6,2,4,0,1
109.0,6,2,4,0,1
108.333,6,2,4,0,1
110.0,6,2,4,0,1
110.0,5,1,4,0,1
110.0,6,1,5,0,1
106.833,6,3,3,1,1
107.5,6,3,3,1,1
110.0,5,2,3,0,1
107.4,5,2,3,1,1
112.0,5,1,4,0,1
106.667,3,2,1,1,1
102.25,8,5,3,1,1
103.4,5,3,2,1,1
105.0,5,3,2,1,1
105.2,5,3,2,1,1
107.5,4,2,2,0,1
105.4,5,3,2,1,1
105.857,7,3,4,0,1
104.75,8,4,4,1,1
106.5,8,4,4,1,1
105.857,7,3,4,1,1
106.2,5,3,2,1,1
105.143,7,4,3,1,1
107.0,5,3,2,1,1
105.333,6,4,2,1,1
106.0,6,4,2,1,1
105.714,7,4,3,1,1
105.0,8,4,4,1,1
107.286,7,4,3,1,1
106.167,6,3,3,1,1
109.167,6,3,3,0,1
107.429,7,4,3,1,1
108.0,7,4,3,1,1
107.75,8,4,4,1,1
106.2,5,3,2,1,1
106.6,5,3,2,1,1
106.167,6,3,3,1,1
105.0,4,2,2,1,1
106.571,7,4,3,1,1
111.0,5,2,3,0,1
105.25,4,2,2,1,1
105.0,5,2,3,1,1
107.714,7,2,5,0,1
105.0,6,3,3,1,1
105.2,5,3,2,1,1
106.143,7,4,3,1,1
105.0,6,3,3,1,1
105.667,6,3,3,1,1
109.0,6,2,4,0,1
107.889,9,3,6,0,1
107.4,5,2,3,1,1
106.333,6,3,3,1,1
106.111,9,4,5,0,1
105.571,7,4,3,1,1
110.6,5,1,4,0,1
109.0,6,2,4,1,1
107.5,6,3,3,1,1
109.857,7,2,5,0,1
107.571,7,3,4,1,1
111.333,6,1,5,0,1
107.4,5,2,3,1,1
109.167,6,2,4,0,1
107.333,6,3,3,1,1
105.5,4,2,2,1,1
103.857,7,4,3,1,1
106.0,7,3,4,1,1
106.286,7,4,3,1,1
105.2,5,2,3,1,1
107.333,6,2,4,0,1
105.167,6,3,3,1,1
104.333,6,3,3,1,1
104.429,7,4,3,1,1
106.571,7,3,4,1,1
106.714,7,4,3,1,1
106.857,7,4,3,1,1
107.714,7,4,3,1,1
109.0,6,3,3,1,1
106.286,7,3,4,1,1
105.625,8,4,4,1,1
107.6,5,2,3,1,1
109.2,5,2,3,1,1
105.875,8,4,4,1,1
107.833,6,3,3,1,1
112.4,5,1,4,0,1
111.5,4,1,3,0,1
113.6,5,1,4,0,1
106.0,4,2,2,1,1
103.5,6,3,3,1,1
105.167,6,3,3,1,1
108.667,6,2,4,0,1
108.0,4,2,2,1,1
109.4,5,2,3,0,1
109.6,5,2,3,0,1
107.143,7,4,3,1,1
112.0,4,1,3,0,1
109.6,5,2,3,0,1
106.5,4,2,2,1,1
106.833,6,3,3,1,1
106.2,5,3,2,1,1
110.2,5,2,3,0,1
108.5,4,2,2,1,1
106.2,5,3,2,1,1
107.0,5,3,2,1,1
107.8,5,3,2,1,1
107.5,6,3,3,1,1
109.333,9,3,6,0,1
109.8,5,2,3,0,1
112.2,5,2,3,0,1
110.8,5,2,3,1,1
109.167,6,3,3,1,1
113.5,6,2,4,0,1
112.5,4,1,3,0,1
106.75,4,2,2,1,1
106.2,5,2,3,0,1
106.286,7,3,4,1,1
105.4,5,2,3,1,1
107.0,5,2,3,1,1
107.0,5,2,3,1,1
106.5,6,2,4,0,1
107.143,7,3,4,1,1
106.375,8,4,4,1,1
109.429,7,2,5,0,1
107.4,5,2,3,1,1
109.0,5,2,3,1,1
111.167,6,2,4,0,1
107.0,4,2,2,1,1
106.833,6,3,3,1,1
108.8,5,2,3,1,1
